City,crime,Age_Group,Gender,2023,2024
Kolkata,ILLEGAL POSSESSION,20-29,F,1,2
Kolkata,ILLEGAL POSSESSION,20-29,M,1,1
Kolkata,ILLEGAL POSSESSION,20-29,X,1,1
Kolkata,ILLEGAL POSSESSION,30-39,F,2,2
Kolkata,ILLEGAL POSSESSION,30-39,M,1,1
Kolkata,ILLEGAL POSSESSION,30-39,X,1,1
Kolkata,ILLEGAL POSSESSION,40-49,F,1,2
Kolkata,ILLEGAL POSSESSION,40-49,M,1,1
Kolkata,ILLEGAL POSSESSION,40-49,X,1,1
Kolkata,ILLEGAL POSSESSION,50-59,F,1,2
Kolkata,ILLEGAL POSSESSION,50-59,M,1,1
Kolkata,ILLEGAL POSSESSION,50-59,X,1,1
Kolkata,ILLEGAL POSSESSION,60-69,F,2,2
Kolkata,ILLEGAL POSSESSION,60-69,M,1,1
Kolkata,ILLEGAL POSSESSION,60-69,X,1,1
Kolkata,ILLEGAL POSSESSION,70-79,F,1,2
Kolkata,ILLEGAL POSSESSION,70-79,M,1,1
Kolkata,ILLEGAL POSSESSION,70-79,X,1,1
Kolkata,KIDNAPPING,10-19,F,1,1
Kolkata,KIDNAPPING,10-19,M,0,0
Kolkata,KIDNAPPING,10-19,X,0,0
Kolkata,KIDNAPPING,20-29,F,1,1
Kolkata,KIDNAPPING,20-29,M,0,1
Kolkata,KIDNAPPING,20-29,X,0,1
Kolkata,KIDNAPPING,30-39,F,1,1
Kolkata,KIDNAPPING,30-39,M,1,0
Kolkata,KIDNAPPING,30-39,X,1,0
Kolkata,KIDNAPPING,40-49,F,1,1
Kolkata,KIDNAPPING,40-49,M,0,1
Kolkata,KIDNAPPING,40-49,X,0,1
Kolkata,KIDNAPPING,50-59,F,1,1
Kolkata,KIDNAPPING,50-59,M,0,1
Kolkata,KIDNAPPING,50-59,X,0,1
Kolkata,KIDNAPPING,60-69,F,1,1
Kolkata,KIDNAPPING,60-69,M,0,0
Kolkata,KIDNAPPING,60-69,X,0,1
Kolkata,KIDNAPPING,70-79,F,1,1
Kolkata,KIDNAPPING,70-79,M,0,0
Kolkata,KIDNAPPING,70-79,X,0,1
Kolkata,PUBLIC INTOXICATION,10-19,F,1,1
Kolkata,PUBLIC INTOXICATION,10-19,M,0,0
Kolkata,PUBLIC INTOXICATION,10-19,X,0,0
Kolkata,PUBLIC INTOXICATION,20-29,F,1,1
Kolkata,PUBLIC INTOXICATION,20-29,M,0,1
Kolkata,PUBLIC INTOXICATION,20-29,X,0,1
Kolkata,PUBLIC INTOXICATION,30-39,F,1,1
Kolkata,PUBLIC INTOXICATION,30-39,M,1,0
Kolkata,PUBLIC INTOXICATION,30-39,X,1,0
Kolkata,PUBLIC INTOXICATION,40-49,F,1,1
Kolkata,PUBLIC INTOXICATION,40-49,M,0,1
Kolkata,PUBLIC INTOXICATION,40-49,X,0,1
Kolkata,PUBLIC INTOXICATION,50-59,F,1,1
Kolkata,PUBLIC INTOXICATION,50-59,M,0,1
Kolkata,PUBLIC INTOXICATION,50-59,X,0,1
Kolkata,PUBLIC INTOXICATION,60-69,F,1,1
Kolkata,PUBLIC INTOXICATION,60-69,M,0,1
Kolkata,PUBLIC INTOXICATION,60-69,X,0,1
Kolkata,PUBLIC INTOXICATION,70-79,F,1,1
Kolkata,PUBLIC INTOXICATION,70-79,M,0,0
Kolkata,PUBLIC INTOXICATION,70-79,X,0,1
Kolkata,ROBBERY,10-19,F,1,1
Kolkata,ROBBERY,10-19,M,1,1
Kolkata,ROBBERY,10-19,X,1,1
Kolkata,ROBBERY,20-29,F,1,1
Kolkata,ROBBERY,20-29,M,0,1
Kolkata,ROBBERY,20-29,X,0,1
Kolkata,ROBBERY,30-39,F,1,1
Kolkata,ROBBERY,30-39,M,1,1
Kolkata,ROBBERY,30-39,X,1,1
Kolkata,ROBBERY,40-49,F,1,1
Kolkata,ROBBERY,40-49,M,0,1
Kolkata,ROBBERY,40-49,X,0,1
Kolkata,ROBBERY,50-59,F,1,1
Kolkata,ROBBERY,50-59,M,1,1
Kolkata,ROBBERY,50-59,X,1,1
Kolkata,ROBBERY,60-69,F,1,1
Kolkata,ROBBERY,60-69,M,1,1
Kolkata,ROBBERY,60-69,X,1,1
Kolkata,ROBBERY,70-79,F,1,1
Kolkata,ROBBERY,70-79,M,0,1
Kolkata,ROBBERY,70-79,X,0,1
Kolkata,SEXUAL ASSAULT,10-19,F,1,1
Kolkata,SEXUAL ASSAULT,10-19,M,0,1
Kolkata,SEXUAL ASSAULT,10-19,X,0,1
Kolkata,SEXUAL ASSAULT,20-29,F,1,1
Kolkata,SEXUAL ASSAULT,20-29,M,0,1
Kolkata,SEXUAL ASSAULT,20-29,X,0,1
Kolkata,SEXUAL ASSAULT,30-39,F,1,1
Kolkata,SEXUAL ASSAULT,30-39,M,1,1
Kolkata,SEXUAL ASSAULT,30-39,X,1,1
Kolkata,SEXUAL ASSAULT,40-49,F,1,1
Kolkata,SEXUAL ASSAULT,40-49,M,0,1
Kolkata,SEXUAL ASSAULT,40-49,X,0,1
Kolkata,SEXUAL ASSAULT,50-59,F,1,1
Kolkata,SEXUAL ASSAULT,50-59,M,0,1
Kolkata,SEXUAL ASSAULT,50-59,X,0,1
Kolkata,SEXUAL ASSAULT,60-69,F,1,1
Kolkata,SEXUAL ASSAULT,60-69,M,1,1
Kolkata,SEXUAL ASSAULT,60-69,X,0,1
Kolkata,SEXUAL ASSAULT,70-79,F,1,1
Kolkata,SEXUAL ASSAULT,70-79,M,0,1
Kolkata,SEXUAL ASSAULT,70-79,X,0,1
Kolkata,SHOPLIFTING,10-19,F,1,1
Kolkata,SHOPLIFTING,10-19,M,1,1
Kolkata,SHOPLIFTING,10-19,X,1,1
Kolkata,SHOPLIFTING,20-29,F,1,2
Kolkata,SHOPLIFTING,20-29,M,0,1
Kolkata,SHOPLIFTING,20-29,X,0,1
Kolkata,SHOPLIFTING,30-39,F,1,1
Kolkata,SHOPLIFTING,30-39,M,1,1
Kolkata,SHOPLIFTING,30-39,X,1,1
Kolkata,SHOPLIFTING,40-49,F,1,1
Kolkata,SHOPLIFTING,40-49,M,0,1
Kolkata,SHOPLIFTING,40-49,X,0,1
Kolkata,SHOPLIFTING,50-59,F,1,1
Kolkata,SHOPLIFTING,50-59,M,1,1
Kolkata,SHOPLIFTING,50-59,X,1,1
Kolkata,SHOPLIFTING,60-69,F,1,2
Kolkata,SHOPLIFTING,60-69,M,1,1
Kolkata,SHOPLIFTING,60-69,X,1,1
Kolkata,SHOPLIFTING,70-79,F,1,1
Kolkata,SHOPLIFTING,70-79,M,0,1
Kolkata,SHOPLIFTING,70-79,X,0,1
Kolkata,TRAFFIC VIOLATION,10-19,F,1,1
Kolkata,TRAFFIC VIOLATION,10-19,M,0,0
Kolkata,TRAFFIC VIOLATION,10-19,X,0,0
Kolkata,TRAFFIC VIOLATION,20-29,F,1,1
Kolkata,TRAFFIC VIOLATION,20-29,M,0,1
Kolkata,TRAFFIC VIOLATION,20-29,X,0,1
Kolkata,TRAFFIC VIOLATION,30-39,F,1,1
Kolkata,TRAFFIC VIOLATION,30-39,M,0,0
Kolkata,TRAFFIC VIOLATION,30-39,X,0,0
Kolkata,TRAFFIC VIOLATION,40-49,F,1,1
Kolkata,TRAFFIC VIOLATION,40-49,M,0,0
Kolkata,TRAFFIC VIOLATION,40-49,X,0,0
Kolkata,TRAFFIC VIOLATION,50-59,F,1,1
Kolkata,TRAFFIC VIOLATION,50-59,M,0,0
Kolkata,TRAFFIC VIOLATION,50-59,X,0,0
Kolkata,TRAFFIC VIOLATION,60-69,F,1,1
Kolkata,TRAFFIC VIOLATION,60-69,M,0,0
Kolkata,TRAFFIC VIOLATION,60-69,X,0,0
Kolkata,TRAFFIC VIOLATION,70-79,F,1,1
Kolkata,TRAFFIC VIOLATION,70-79,M,0,0
Kolkata,TRAFFIC VIOLATION,70-79,X,0,0
Kolkata,VANDALISM,10-19,F,1,1
Kolkata,VANDALISM,10-19,M,1,1
Kolkata,VANDALISM,10-19,X,1,1
Kolkata,VANDALISM,20-29,F,1,1
Kolkata,VANDALISM,20-29,M,0,1
Kolkata,VANDALISM,20-29,X,0,1
Kolkata,VANDALISM,30-39,F,1,1
Kolkata,VANDALISM,30-39,M,1,1
Kolkata,VANDALISM,30-39,X,1,1
Kolkata,VANDALISM,40-49,F,1,1
Kolkata,VANDALISM,40-49,M,0,1
Kolkata,VANDALISM,40-49,X,0,1
Kolkata,VANDALISM,50-59,F,1,1
Kolkata,VANDALISM,50-59,M,1,1
Kolkata,VANDALISM,50-59,X,1,1
Kolkata,VANDALISM,60-69,F,1,1
Kolkata,VANDALISM,60-69,M,1,1
Kolkata,VANDALISM,60-69,X,1,1
Kolkata,VANDALISM,70-79,F,1,1
Kolkata,VANDALISM,70-79,M,0,1
Kolkata,VANDALISM,70-79,X,0,1
Kolkata,VEHICLE - STOLEN,10-19,F,1,1
Kolkata,VEHICLE - STOLEN,10-19,M,1,1
Kolkata,VEHICLE - STOLEN,10-19,X,1,1
Kolkata,VEHICLE - STOLEN,20-29,F,1,1
Kolkata,VEHICLE - STOLEN,20-29,M,0,1
Kolkata,VEHICLE - STOLEN,20-29,X,0,1
Kolkata,VEHICLE - STOLEN,30-39,F,1,1
Kolkata,VEHICLE - STOLEN,30-39,M,1,1
Kolkata,VEHICLE - STOLEN,30-39,X,1,1
Kolkata,VEHICLE - STOLEN,40-49,F,1,1
Kolkata,VEHICLE - STOLEN,40-49,M,0,1
Kolkata,VEHICLE - STOLEN,40-49,X,0,1
Kolkata,VEHICLE - STOLEN,50-59,F,1,1
Kolkata,VEHICLE - STOLEN,50-59,M,1,1
Kolkata,VEHICLE - STOLEN,50-59,X,1,1
Kolkata,VEHICLE - STOLEN,60-69,F,1,1
Kolkata,VEHICLE - STOLEN,60-69,M,1,1
Kolkata,VEHICLE - STOLEN,60-69,X,1,1
Kolkata,VEHICLE - STOLEN,70-79,F,1,1
Kolkata,VEHICLE - STOLEN,70-79,M,0,1
Kolkata,VEHICLE - STOLEN,70-79,X,0,1
Lucknow,ARSON,10-19,F,1,1
Lucknow,ARSON,10-19,M,0,0
Lucknow,ARSON,10-19,X,0,0
Lucknow,ARSON,20-29,F,1,1
Lucknow,ARSON,20-29,M,0,0
Lucknow,ARSON,20-29,X,0,0
Lucknow,ARSON,30-39,F,1,1
Lucknow,ARSON,30-39,M,0,0
Lucknow,ARSON,30-39,X,0,0
Lucknow,ARSON,40-49,F,1,1
Lucknow,ARSON,40-49,M,0,0
Lucknow,ARSON,40-49,X,0,0
Lucknow,ARSON,50-59,F,0,1
Lucknow,ARSON,50-59,M,0,0
Lucknow,ARSON,50-59,X,0,0
Lucknow,ARSON,60-69,F,1,1
Lucknow,ARSON,60-69,M,0,0
Lucknow,ARSON,60-69,X,0,0
Lucknow,ARSON,70-79,F,1,0
Lucknow,ARSON,70-79,M,0,0
Lucknow,ARSON,70-79,X,0,0
Lucknow,ASSAULT,10-19,F,1,1
Lucknow,ASSAULT,10-19,M,0,0
Lucknow,ASSAULT,10-19,X,0,0
Lucknow,ASSAULT,20-29,F,1,1
Lucknow,ASSAULT,20-29,M,0,0
Lucknow,ASSAULT,20-29,X,0,0
Lucknow,ASSAULT,30-39,F,1,1
Lucknow,ASSAULT,30-39,M,0,0
Lucknow,ASSAULT,30-39,X,0,0
Lucknow,ASSAULT,40-49,F,1,1
Lucknow,ASSAULT,40-49,M,0,0
Lucknow,ASSAULT,40-49,X,0,0
Lucknow,ASSAULT,50-59,F,1,1
Lucknow,ASSAULT,50-59,M,0,0
Lucknow,ASSAULT,50-59,X,0,0
Lucknow,ASSAULT,60-69,F,1,1
Lucknow,ASSAULT,60-69,M,0,1
Lucknow,ASSAULT,60-69,X,0,1
Lucknow,ASSAULT,70-79,F,1,1
Lucknow,ASSAULT,70-79,M,0,0
Lucknow,ASSAULT,70-79,X,0,0
Lucknow,BURGLARY,10-19,F,1,1
Lucknow,BURGLARY,10-19,M,0,0
Lucknow,BURGLARY,10-19,X,0,0
Lucknow,BURGLARY,20-29,F,1,1
Lucknow,BURGLARY,20-29,M,0,0
Lucknow,BURGLARY,20-29,X,0,0
Lucknow,BURGLARY,30-39,F,1,1
Lucknow,BURGLARY,30-39,M,0,0
Lucknow,BURGLARY,30-39,X,0,0
Lucknow,BURGLARY,40-49,F,0,1
Lucknow,BURGLARY,40-49,M,0,0
Lucknow,BURGLARY,40-49,X,0,0
Lucknow,BURGLARY,50-59,F,0,1
Lucknow,BURGLARY,50-59,M,0,0
Lucknow,BURGLARY,50-59,X,0,0
Lucknow,BURGLARY,60-69,F,0,1
Lucknow,BURGLARY,60-69,M,0,0
Lucknow,BURGLARY,60-69,X,0,0
Lucknow,BURGLARY,70-79,F,1,0
Lucknow,BURGLARY,70-79,M,0,0
Lucknow,BURGLARY,70-79,X,0,0
Lucknow,COUNTERFEITING,10-19,F,1,1
Lucknow,COUNTERFEITING,10-19,M,0,0
Lucknow,COUNTERFEITING,10-19,X,0,0
Lucknow,COUNTERFEITING,20-29,F,1,1
Lucknow,COUNTERFEITING,20-29,M,0,0
Lucknow,COUNTERFEITING,20-29,X,0,0
Lucknow,COUNTERFEITING,30-39,F,1,1
Lucknow,COUNTERFEITING,30-39,M,0,0
Lucknow,COUNTERFEITING,30-39,X,0,0
Lucknow,COUNTERFEITING,40-49,F,1,1
Lucknow,COUNTERFEITING,40-49,M,0,0
Lucknow,COUNTERFEITING,40-49,X,0,0
Lucknow,COUNTERFEITING,50-59,F,0,1
Lucknow,COUNTERFEITING,50-59,M,0,0
Lucknow,COUNTERFEITING,50-59,X,0,0
Lucknow,COUNTERFEITING,60-69,F,1,1
Lucknow,COUNTERFEITING,60-69,M,0,1
Lucknow,COUNTERFEITING,60-69,X,0,0
Lucknow,COUNTERFEITING,70-79,F,1,1
Lucknow,COUNTERFEITING,70-79,M,0,0
Lucknow,COUNTERFEITING,70-79,X,0,0
Lucknow,CYBERCRIME,10-19,F,1,1
Lucknow,CYBERCRIME,10-19,M,0,0
Lucknow,CYBERCRIME,10-19,X,0,0
Lucknow,CYBERCRIME,20-29,F,1,1
Lucknow,CYBERCRIME,20-29,M,0,0
Lucknow,CYBERCRIME,20-29,X,0,0
Lucknow,CYBERCRIME,30-39,F,1,1
Lucknow,CYBERCRIME,30-39,M,0,0
Lucknow,CYBERCRIME,30-39,X,0,0
Lucknow,CYBERCRIME,40-49,F,1,1
Lucknow,CYBERCRIME,40-49,M,0,0
Lucknow,CYBERCRIME,40-49,X,0,0
Lucknow,CYBERCRIME,50-59,F,0,1
Lucknow,CYBERCRIME,50-59,M,0,0
Lucknow,CYBERCRIME,50-59,X,0,0
Lucknow,CYBERCRIME,60-69,F,0,1
Lucknow,CYBERCRIME,60-69,M,0,0
Lucknow,CYBERCRIME,60-69,X,0,0
Lucknow,CYBERCRIME,70-79,F,1,1
Lucknow,CYBERCRIME,70-79,M,0,0
Lucknow,CYBERCRIME,70-79,X,0,0
Lucknow,DOMESTIC VIOLENCE,10-19,F,0,1
Lucknow,DOMESTIC VIOLENCE,10-19,M,0,0
Lucknow,DOMESTIC VIOLENCE,10-19,X,0,0
Lucknow,DOMESTIC VIOLENCE,20-29,F,0,1
Lucknow,DOMESTIC VIOLENCE,20-29,M,0,0
Lucknow,DOMESTIC VIOLENCE,20-29,X,0,0
Lucknow,DOMESTIC VIOLENCE,30-39,F,0,1
Lucknow,DOMESTIC VIOLENCE,30-39,M,0,0
Lucknow,DOMESTIC VIOLENCE,30-39,X,0,0
Lucknow,DOMESTIC VIOLENCE,40-49,F,0,1
Lucknow,DOMESTIC VIOLENCE,40-49,M,0,0
Lucknow,DOMESTIC VIOLENCE,40-49,X,0,0
Lucknow,DOMESTIC VIOLENCE,50-59,F,0,1
Lucknow,DOMESTIC VIOLENCE,50-59,M,0,0
Lucknow,DOMESTIC VIOLENCE,50-59,X,0,0
Lucknow,DOMESTIC VIOLENCE,60-69,F,0,1
Lucknow,DOMESTIC VIOLENCE,60-69,M,0,0
Lucknow,DOMESTIC VIOLENCE,60-69,X,0,0
Lucknow,DOMESTIC VIOLENCE,70-79,F,1,0
Lucknow,DOMESTIC VIOLENCE,70-79,M,0,0
Lucknow,DOMESTIC VIOLENCE,70-79,X,0,0
Lucknow,DRUG OFFENSE,10-19,F,1,1
Lucknow,DRUG OFFENSE,10-19,M,0,0
Lucknow,DRUG OFFENSE,10-19,X,0,0
Lucknow,DRUG OFFENSE,20-29,F,1,1
Lucknow,DRUG OFFENSE,20-29,M,0,0
Lucknow,DRUG OFFENSE,20-29,X,0,0
Lucknow,DRUG OFFENSE,30-39,F,1,1
Lucknow,DRUG OFFENSE,30-39,M,0,0
Lucknow,DRUG OFFENSE,30-39,X,0,0
Lucknow,DRUG OFFENSE,40-49,F,1,1
Lucknow,DRUG OFFENSE,40-49,M,0,0
Lucknow,DRUG OFFENSE,40-49,X,0,0
Lucknow,DRUG OFFENSE,50-59,F,1,1
Lucknow,DRUG OFFENSE,50-59,M,0,0
Lucknow,DRUG OFFENSE,50-59,X,0,0
Lucknow,DRUG OFFENSE,60-69,F,1,1
Lucknow,DRUG OFFENSE,60-69,M,0,1
Lucknow,DRUG OFFENSE,60-69,X,0,0
Lucknow,DRUG OFFENSE,70-79,F,1,1
Lucknow,DRUG OFFENSE,70-79,M,0,0
Lucknow,DRUG OFFENSE,70-79,X,0,0
Lucknow,EXTORTION,10-19,F,1,1
Lucknow,EXTORTION,10-19,M,0,0
Lucknow,EXTORTION,10-19,X,0,0
Lucknow,EXTORTION,20-29,F,1,1
Lucknow,EXTORTION,20-29,M,0,1
Lucknow,EXTORTION,20-29,X,0,0
Lucknow,EXTORTION,30-39,F,1,1
Lucknow,EXTORTION,30-39,M,0,0
Lucknow,EXTORTION,30-39,X,0,0
Lucknow,EXTORTION,40-49,F,1,1
Lucknow,EXTORTION,40-49,M,0,0
Lucknow,EXTORTION,40-49,X,0,0
Lucknow,EXTORTION,50-59,F,1,1
Lucknow,EXTORTION,50-59,M,0,0
Lucknow,EXTORTION,50-59,X,0,0
Lucknow,EXTORTION,60-69,F,1,1
Lucknow,EXTORTION,60-69,M,0,1
Lucknow,EXTORTION,60-69,X,0,1
Lucknow,EXTORTION,70-79,F,1,1
Lucknow,EXTORTION,70-79,M,0,0
Lucknow,EXTORTION,70-79,X,0,0
Lucknow,FIREARM OFFENSE,10-19,F,1,1
Lucknow,FIREARM OFFENSE,10-19,M,0,0
Lucknow,FIREARM OFFENSE,10-19,X,0,0
Lucknow,FIREARM OFFENSE,20-29,F,1,1
Lucknow,FIREARM OFFENSE,20-29,M,0,0
Lucknow,FIREARM OFFENSE,20-29,X,0,0
Lucknow,FIREARM OFFENSE,30-39,F,1,0
Lucknow,FIREARM OFFENSE,30-39,M,0,0
Lucknow,FIREARM OFFENSE,30-39,X,0,0
Lucknow,FIREARM OFFENSE,40-49,F,0,1
Lucknow,FIREARM OFFENSE,40-49,M,0,0
Lucknow,FIREARM OFFENSE,40-49,X,0,0
Lucknow,FIREARM OFFENSE,50-59,F,0,1
Lucknow,FIREARM OFFENSE,50-59,M,0,0
Lucknow,FIREARM OFFENSE,50-59,X,0,0
Lucknow,FIREARM OFFENSE,60-69,F,0,1
Lucknow,FIREARM OFFENSE,60-69,M,0,0
Lucknow,FIREARM OFFENSE,60-69,X,0,0
Lucknow,FIREARM OFFENSE,70-79,F,1,0
Lucknow,FIREARM OFFENSE,70-79,M,0,0
Lucknow,FIREARM OFFENSE,70-79,X,0,0
Lucknow,FRAUD,10-19,F,1,1
Lucknow,FRAUD,10-19,M,0,0
Lucknow,FRAUD,10-19,X,0,0
Lucknow,FRAUD,20-29,F,1,1
Lucknow,FRAUD,20-29,M,0,0
Lucknow,FRAUD,20-29,X,0,0
Lucknow,FRAUD,30-39,F,1,1
Lucknow,FRAUD,30-39,M,0,0
Lucknow,FRAUD,30-39,X,0,0
Lucknow,FRAUD,40-49,F,1,1
Lucknow,FRAUD,40-49,M,0,0
Lucknow,FRAUD,40-49,X,0,0
Lucknow,FRAUD,50-59,F,1,1
Lucknow,FRAUD,50-59,M,0,0
Lucknow,FRAUD,50-59,X,0,0
Lucknow,FRAUD,60-69,F,1,1
Lucknow,FRAUD,60-69,M,0,1
Lucknow,FRAUD,60-69,X,0,1
Lucknow,FRAUD,70-79,F,1,1
Lucknow,FRAUD,70-79,M,0,0
Lucknow,FRAUD,70-79,X,0,0
Lucknow,HOMICIDE,10-19,F,1,1
Lucknow,HOMICIDE,10-19,M,0,0
Lucknow,HOMICIDE,10-19,X,0,0
Lucknow,HOMICIDE,20-29,F,1,1
Lucknow,HOMICIDE,20-29,M,0,0
Lucknow,HOMICIDE,20-29,X,0,0
Lucknow,HOMICIDE,30-39,F,1,1
Lucknow,HOMICIDE,30-39,M,0,0
Lucknow,HOMICIDE,30-39,X,0,0
Lucknow,HOMICIDE,40-49,F,1,1
Lucknow,HOMICIDE,40-49,M,0,0
Lucknow,HOMICIDE,40-49,X,0,0
Lucknow,HOMICIDE,50-59,F,0,1
Lucknow,HOMICIDE,50-59,M,0,0
Lucknow,HOMICIDE,50-59,X,0,0
Lucknow,HOMICIDE,60-69,F,0,1
Lucknow,HOMICIDE,60-69,M,0,0
Lucknow,HOMICIDE,60-69,X,0,0
Lucknow,HOMICIDE,70-79,F,1,1
Lucknow,HOMICIDE,70-79,M,0,0
Lucknow,HOMICIDE,70-79,X,0,0
Lucknow,IDENTITY THEFT,10-19,F,1,1
Lucknow,IDENTITY THEFT,10-19,M,0,0
Lucknow,IDENTITY THEFT,10-19,X,0,0
Lucknow,IDENTITY THEFT,20-29,F,1,1
Lucknow,IDENTITY THEFT,20-29,M,0,0
Lucknow,IDENTITY THEFT,20-29,X,0,0
Lucknow,IDENTITY THEFT,30-39,F,1,0
Lucknow,IDENTITY THEFT,30-39,M,0,0
Lucknow,IDENTITY THEFT,30-39,X,0,0
Lucknow,IDENTITY THEFT,40-49,F,0,1
Lucknow,IDENTITY THEFT,40-49,M,0,0
Lucknow,IDENTITY THEFT,40-49,X,0,0
Lucknow,IDENTITY THEFT,50-59,F,0,1
Lucknow,IDENTITY THEFT,50-59,M,0,0
Lucknow,IDENTITY THEFT,50-59,X,0,0
Lucknow,IDENTITY THEFT,60-69,F,0,1
Lucknow,IDENTITY THEFT,60-69,M,0,0
Lucknow,IDENTITY THEFT,60-69,X,0,0
Lucknow,IDENTITY THEFT,70-79,F,1,0
Lucknow,IDENTITY THEFT,70-79,M,0,0
Lucknow,IDENTITY THEFT,70-79,X,0,0
Lucknow,ILLEGAL POSSESSION,10-19,F,1,1
Lucknow,ILLEGAL POSSESSION,10-19,M,0,0
Lucknow,ILLEGAL POSSESSION,10-19,X,0,0
Lucknow,ILLEGAL POSSESSION,20-29,F,1,1
Lucknow,ILLEGAL POSSESSION,20-29,M,0,0
Lucknow,ILLEGAL POSSESSION,20-29,X,0,0
Lucknow,ILLEGAL POSSESSION,30-39,F,1,1
Lucknow,ILLEGAL POSSESSION,30-39,M,0,0
Lucknow,ILLEGAL POSSESSION,30-39,X,0,0
Lucknow,ILLEGAL POSSESSION,40-49,F,1,1
Lucknow,ILLEGAL POSSESSION,40-49,M,0,0
Lucknow,ILLEGAL POSSESSION,40-49,X,0,0
Lucknow,ILLEGAL POSSESSION,50-59,F,1,1
Lucknow,ILLEGAL POSSESSION,50-59,M,0,0
Lucknow,ILLEGAL POSSESSION,50-59,X,0,0
Lucknow,ILLEGAL POSSESSION,60-69,F,1,1
Lucknow,ILLEGAL POSSESSION,60-69,M,0,1
Lucknow,ILLEGAL POSSESSION,60-69,X,0,0
Lucknow,ILLEGAL POSSESSION,70-79,F,1,1
Lucknow,ILLEGAL POSSESSION,70-79,M,0,0
Lucknow,ILLEGAL POSSESSION,70-79,X,0,0
Lucknow,KIDNAPPING,10-19,F,1,1
Lucknow,KIDNAPPING,10-19,M,0,0
Lucknow,KIDNAPPING,10-19,X,0,0
Lucknow,KIDNAPPING,20-29,F,1,1
Lucknow,KIDNAPPING,20-29,M,0,0
Lucknow,KIDNAPPING,20-29,X,0,0
Lucknow,KIDNAPPING,30-39,F,1,1
Lucknow,KIDNAPPING,30-39,M,0,0
Lucknow,KIDNAPPING,30-39,X,0,0
Lucknow,KIDNAPPING,40-49,F,1,1
Lucknow,KIDNAPPING,40-49,M,0,0
Lucknow,KIDNAPPING,40-49,X,0,0
Lucknow,KIDNAPPING,50-59,F,0,1
Lucknow,KIDNAPPING,50-59,M,0,0
Lucknow,KIDNAPPING,50-59,X,0,0
Lucknow,KIDNAPPING,60-69,F,1,1
Lucknow,KIDNAPPING,60-69,M,0,1
Lucknow,KIDNAPPING,60-69,X,0,0
Lucknow,KIDNAPPING,70-79,F,1,1
Lucknow,KIDNAPPING,70-79,M,0,0
Lucknow,KIDNAPPING,70-79,X,0,0
Lucknow,PUBLIC INTOXICATION,10-19,F,1,1
Lucknow,PUBLIC INTOXICATION,10-19,M,0,0
Lucknow,PUBLIC INTOXICATION,10-19,X,0,0
Lucknow,PUBLIC INTOXICATION,20-29,F,1,1
Lucknow,PUBLIC INTOXICATION,20-29,M,0,0
Lucknow,PUBLIC INTOXICATION,20-29,X,0,0
Lucknow,PUBLIC INTOXICATION,30-39,F,1,1
Lucknow,PUBLIC INTOXICATION,30-39,M,0,0
Lucknow,PUBLIC INTOXICATION,30-39,X,0,0
Lucknow,PUBLIC INTOXICATION,40-49,F,0,1
Lucknow,PUBLIC INTOXICATION,40-49,M,0,0
Lucknow,PUBLIC INTOXICATION,40-49,X,0,0
Lucknow,PUBLIC INTOXICATION,50-59,F,0,1
Lucknow,PUBLIC INTOXICATION,50-59,M,0,0
Lucknow,PUBLIC INTOXICATION,50-59,X,0,0
Lucknow,PUBLIC INTOXICATION,60-69,F,0,1
Lucknow,PUBLIC INTOXICATION,60-69,M,0,0
Lucknow,PUBLIC INTOXICATION,60-69,X,0,0
Lucknow,PUBLIC INTOXICATION,70-79,F,1,0
Lucknow,PUBLIC INTOXICATION,70-79,M,0,0
Lucknow,PUBLIC INTOXICATION,70-79,X,0,0
Lucknow,ROBBERY,10-19,F,1,1
Lucknow,ROBBERY,10-19,M,0,0
Lucknow,ROBBERY,10-19,X,0,0
Lucknow,ROBBERY,20-29,F,1,1
Lucknow,ROBBERY,20-29,M,0,0
Lucknow,ROBBERY,20-29,X,0,0
Lucknow,ROBBERY,30-39,F,1,1
Lucknow,ROBBERY,30-39,M,0,0
Lucknow,ROBBERY,30-39,X,0,0
Lucknow,ROBBERY,40-49,F,1,1
Lucknow,ROBBERY,40-49,M,0,0
Lucknow,ROBBERY,40-49,X,0,0
Lucknow,ROBBERY,50-59,F,0,1
Lucknow,ROBBERY,50-59,M,0,0
Lucknow,ROBBERY,50-59,X,0,0
Lucknow,ROBBERY,60-69,F,1,1
Lucknow,ROBBERY,60-69,M,0,0
Lucknow,ROBBERY,60-69,X,0,0
Lucknow,ROBBERY,70-79,F,1,1
Lucknow,ROBBERY,70-79,M,0,0
Lucknow,ROBBERY,70-79,X,0,0
Lucknow,SEXUAL ASSAULT,10-19,F,1,1
Lucknow,SEXUAL ASSAULT,10-19,M,0,0
Lucknow,SEXUAL ASSAULT,10-19,X,0,0
Lucknow,SEXUAL ASSAULT,20-29,F,1,1
Lucknow,SEXUAL ASSAULT,20-29,M,0,0
Lucknow,SEXUAL ASSAULT,20-29,X,0,0
Lucknow,SEXUAL ASSAULT,30-39,F,1,1
Lucknow,SEXUAL ASSAULT,30-39,M,0,0
Lucknow,SEXUAL ASSAULT,30-39,X,0,0
Lucknow,SEXUAL ASSAULT,40-49,F,0,1
Lucknow,SEXUAL ASSAULT,40-49,M,0,0
Lucknow,SEXUAL ASSAULT,40-49,X,0,0
